"";"Statistik_Code";"Statistik_Label";"Tabelle";"Jahr";"AGS";"AGS_Label";"Merkmal";"Merkmal_Label";"Wert";"Wert_Code";"Wert_Label"
"389";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14627";"Meißen, Landkreis";"Insgesamt";"Geschlecht";245244;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"390";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14627";"Meißen, Landkreis";"männlich";"Geschlecht";121132;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"391";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14627";"Meißen, Landkreis";"weiblich";"Geschlecht";124112;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"392";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"Insgesamt";"Geschlecht";247412;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"393";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"männlich";"Geschlecht";122565;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"394";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"weiblich";"Geschlecht";124847;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"395";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14713";"Leipzig, kreisfreie Stadt";"Insgesamt";"Geschlecht";560472;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"396";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14713";"Leipzig, kreisfreie Stadt";"männlich";"Geschlecht";274414;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"397";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14713";"Leipzig, kreisfreie Stadt";"weiblich";"Geschlecht";286058;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"398";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14729";"Leipzig, Landkreis";"Insgesamt";"Geschlecht";258408;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"399";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14729";"Leipzig, Landkreis";"männlich";"Geschlecht";126877;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"400";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14729";"Leipzig, Landkreis";"weiblich";"Geschlecht";131531;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"401";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14730";"Nordsachsen, Landkreis";"Insgesamt";"Geschlecht";197605;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"402";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14730";"Nordsachsen, Landkreis";"männlich";"Geschlecht";98052;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"403";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-01-01-4";"2015";"14730";"Nordsachsen, Landkreis";"weiblich";"Geschlecht";99553;"BEVSTD__Bevoelkerungsstand__Anzahl";"Bevölkerungsstand"
"404";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";44,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"405";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";48,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"406";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";47,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"407";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14521";"Erzgebirgskreis";"weiblich";"Geschlecht";50,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"408";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"409";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"weiblich";"Geschlecht";50,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"410";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14523";"Vogtlandkreis";"männlich";"Geschlecht";47,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"411";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14523";"Vogtlandkreis";"weiblich";"Geschlecht";51,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"412";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14524";"Zwickau, Landkreis";"männlich";"Geschlecht";47;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"413";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14524";"Zwickau, Landkreis";"weiblich";"Geschlecht";50,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"414";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"männlich";"Geschlecht";41,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"415";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"weiblich";"Geschlecht";44,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"416";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14625";"Bautzen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"417";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14625";"Bautzen, Landkreis";"weiblich";"Geschlecht";50;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"418";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14626";"Görlitz, Landkreis";"männlich";"Geschlecht";47,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"419";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14626";"Görlitz, Landkreis";"weiblich";"Geschlecht";51,1;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"420";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14627";"Meißen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"421";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14627";"Meißen, Landkreis";"weiblich";"Geschlecht";50;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"422";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"männlich";"Geschlecht";46,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"423";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"weiblich";"Geschlecht";49,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"424";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"männlich";"Geschlecht";40,7;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"425";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"weiblich";"Geschlecht";43,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"426";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14729";"Leipzig, Landkreis";"männlich";"Geschlecht";46,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"427";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14729";"Leipzig, Landkreis";"weiblich";"Geschlecht";49,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"428";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14730";"Nordsachsen, Landkreis";"männlich";"Geschlecht";46;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"429";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14730";"Nordsachsen, Landkreis";"weiblich";"Geschlecht";49,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"430";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14511";"Chemnitz, kreisfreie Stadt";"insgesamt";"Geschlecht";46,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"431";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14521";"Erzgebirgskreis";"insgesamt";"Geschlecht";49,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"432";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14522";"Mittelsachsen, Landkreis";"insgesamt";"Geschlecht";48,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"433";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14523";"Vogtlandkreis";"insgesamt";"Geschlecht";49,7;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"434";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14524";"Zwickau, Landkreis";"insgesamt";"Geschlecht";49;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"435";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14612";"Dresden, kreisfreie Stadt";"insgesamt";"Geschlecht";43,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"436";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14625";"Bautzen, Landkreis";"insgesamt";"Geschlecht";48,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"437";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14626";"Görlitz, Landkreis";"insgesamt";"Geschlecht";49,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"438";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14627";"Meißen, Landkreis";"insgesamt";"Geschlecht";48,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"439";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"insgesamt";"Geschlecht";47,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"440";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14713";"Leipzig, kreisfreie Stadt";"insgesamt";"Geschlecht";42,1;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"441";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14729";"Leipzig, Landkreis";"insgesamt";"Geschlecht";47,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"442";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2022";"14730";"Nordsachsen, Landkreis";"insgesamt";"Geschlecht";47,7;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"443";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";44,7;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"444";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";48,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"445";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";47,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"446";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14521";"Erzgebirgskreis";"weiblich";"Geschlecht";51;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"447";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"448";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"weiblich";"Geschlecht";50,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"449";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14523";"Vogtlandkreis";"männlich";"Geschlecht";47,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"450";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14523";"Vogtlandkreis";"weiblich";"Geschlecht";51,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"451";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14524";"Zwickau, Landkreis";"männlich";"Geschlecht";47,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"452";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14524";"Zwickau, Landkreis";"weiblich";"Geschlecht";51;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"453";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"männlich";"Geschlecht";41,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"454";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"weiblich";"Geschlecht";44,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"455";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14625";"Bautzen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"456";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14625";"Bautzen, Landkreis";"weiblich";"Geschlecht";50,1;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"457";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14626";"Görlitz, Landkreis";"männlich";"Geschlecht";47,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"458";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14626";"Görlitz, Landkreis";"weiblich";"Geschlecht";51,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"459";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14627";"Meißen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"460";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14627";"Meißen, Landkreis";"weiblich";"Geschlecht";50,1;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"461";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"männlich";"Geschlecht";46,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"462";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"weiblich";"Geschlecht";49,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"463";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"männlich";"Geschlecht";40,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"464";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"weiblich";"Geschlecht";43,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"465";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14729";"Leipzig, Landkreis";"männlich";"Geschlecht";46,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"466";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14729";"Leipzig, Landkreis";"weiblich";"Geschlecht";49,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"467";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14730";"Nordsachsen, Landkreis";"männlich";"Geschlecht";46,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"468";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14730";"Nordsachsen, Landkreis";"weiblich";"Geschlecht";49,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"469";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14511";"Chemnitz, kreisfreie Stadt";"insgesamt";"Geschlecht";46,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"470";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14521";"Erzgebirgskreis";"insgesamt";"Geschlecht";49,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"471";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14522";"Mittelsachsen, Landkreis";"insgesamt";"Geschlecht";48,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"472";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14523";"Vogtlandkreis";"insgesamt";"Geschlecht";49,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"473";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14524";"Zwickau, Landkreis";"insgesamt";"Geschlecht";49,1;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"474";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14612";"Dresden, kreisfreie Stadt";"insgesamt";"Geschlecht";43,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"475";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14625";"Bautzen, Landkreis";"insgesamt";"Geschlecht";48,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"476";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14626";"Görlitz, Landkreis";"insgesamt";"Geschlecht";49,6;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"477";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14627";"Meißen, Landkreis";"insgesamt";"Geschlecht";48,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"478";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14628";"Sächsische Schweiz-Osterzgebirge, Landkreis";"insgesamt";"Geschlecht";47,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"479";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14713";"Leipzig, kreisfreie Stadt";"insgesamt";"Geschlecht";42,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"480";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14729";"Leipzig, Landkreis";"insgesamt";"Geschlecht";48;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"481";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2021";"14730";"Nordsachsen, Landkreis";"insgesamt";"Geschlecht";47,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"482";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14511";"Chemnitz, kreisfreie Stadt";"männlich";"Geschlecht";44,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"483";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14511";"Chemnitz, kreisfreie Stadt";"weiblich";"Geschlecht";49;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"484";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14521";"Erzgebirgskreis";"männlich";"Geschlecht";47,3;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"485";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14521";"Erzgebirgskreis";"weiblich";"Geschlecht";50,9;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"486";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14522";"Mittelsachsen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"487";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14522";"Mittelsachsen, Landkreis";"weiblich";"Geschlecht";50,4;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"488";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14523";"Vogtlandkreis";"männlich";"Geschlecht";47,7;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"489";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14523";"Vogtlandkreis";"weiblich";"Geschlecht";51,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"490";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14524";"Zwickau, Landkreis";"männlich";"Geschlecht";47,2;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"491";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14524";"Zwickau, Landkreis";"weiblich";"Geschlecht";51;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"492";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14612";"Dresden, kreisfreie Stadt";"männlich";"Geschlecht";41,5;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"493";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14612";"Dresden, kreisfreie Stadt";"weiblich";"Geschlecht";44,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
"494";"12411";"Fortschreibung des Bevölkerungsstandes";"12411-07-01-4";"2020";"14625";"Bautzen, Landkreis";"männlich";"Geschlecht";46,8;"BEV519__Durchschnittsalter_der_Bevoelkerung__Jahre...";"Durchschnittsalter der Bevölkerung"
